elapsed_time,power,smooth_power
0 days 00:11:31,396.0,236.06666666666666
0 days 00:11:32,252.0,246.86666666666667
0 days 00:11:33,305.0,258.53333333333336
0 days 00:11:34,410.0,265.1
0 days 00:11:35,397.0,260.3333333333333
0 days 00:11:36,288.0,255.53333333333333
0 days 00:11:37,84.0,250.23333333333332
0 days 00:11:38,34.0,247.06666666666666
0 days 00:11:39,88.0,244.0
0 days 00:11:40,160.0,250.06666666666666
0 days 00:11:41,256.0,255.43333333333334
0 days 00:11:42,336.0,258.7
0 days 00:11:43,443.0,258.9
0 days 00:11:44,446.0,254.63333333333333
0 days 00:11:45,474.0,248.73333333333332
0 days 00:11:46,477.0,241.23333333333332
0 days 00:11:47,487.0,230.86666666666667
0 days 00:11:48,365.0,226.76666666666668
0 days 00:11:49,0.0,224.1
0 days 00:11:50,0.0,218.16666666666666
0 days 00:11:51,0.0,213.3
0 days 00:11:52,0.0,213.86666666666667
0 days 00:11:53,0.0,216.73333333333332
0 days 00:11:54,268.0,220.93333333333334
0 days 00:11:55,221.0,222.06666666666666
0 days 00:11:56,280.0,217.86666666666667
0 days 00:11:57,270.0,209.7
0 days 00:11:58,209.0,198.86666666666667
0 days 00:11:59,160.0,189.4
0 days 00:12:00,131.0,183.7
0 days 00:12:01,85.0,172.7
0 days 00:12:02,129.0,161.53333333333333
0 days 00:12:03,225.0,150.03333333333333
0 days 00:12:04,232.0,141.0
0 days 00:12:05,251.0,142.56666666666666
0 days 00:12:06,305.0,144.13333333333333
0 days 00:12:07,170.0,145.76666666666668
0 days 00:12:08,160.0,153.1
0 days 00:12:09,122.0,161.0
0 days 00:12:10,34.0,157.93333333333334
0 days 00:12:11,11.0,151.73333333333332
0 days 00:12:12,11.0,143.56666666666666
0 days 00:12:13,159.0,134.56666666666666
0 days 00:12:14,275.0,127.6
0 days 00:12:15,144.0,122.26666666666667
0 days 00:12:16,142.0,117.9
0 days 00:12:17,142.0,121.06666666666666
0 days 00:12:18,94.0,122.03333333333333
0 days 00:12:19,47.0,118.96666666666667
0 days 00:12:20,47.0,114.86666666666666
0 days 00:12:21,49.0,110.13333333333334
0 days 00:12:22,220.0,102.36666666666666
0 days 00:12:23,237.0,96.7
0 days 00:12:24,176.0,91.36666666666666
0 days 00:12:25,35.0,87.3
0 days 00:12:26,35.0,86.16666666666667
0 days 00:12:27,0.0,85.8
0 days 00:12:28,0.0,85.43333333333334
0 days 00:12:29,0.0,80.13333333333334
0 days 00:12:30,0.0,75.06666666666666
0 days 00:12:31,180.0,85.63333333333334
0 days 00:12:32,158.0,95.63333333333334
0 days 00:12:33,133.0,106.3
0 days 00:12:34,109.0,116.86666666666666
0 days 00:12:35,109.0,131.3
0 days 00:12:36,72.0,142.16666666666666
0 days 00:12:37,0.0,153.96666666666667
0 days 00:12:38,0.0,156.5
0 days 00:12:39,0.0,156.0
0 days 00:12:40,0.0,161.63333333333333
0 days 00:12:41,0.0,176.43333333333334
0 days 00:12:42,0.0,189.23333333333332
0 days 00:12:43,0.0,200.5
0 days 00:12:44,123.0,210.93333333333334
0 days 00:12:45,461.0,222.6
0 days 00:12:46,442.0,233.56666666666666
0 days 00:12:47,462.0,237.1
0 days 00:12:48,411.0,241.4
0 days 00:12:49,480.0,249.53333333333333
0 days 00:12:50,373.0,262.3666666666667
0 days 00:12:51,403.0,275.2
0 days 00:12:52,296.0,285.3
0 days 00:12:53,222.0,295.93333333333334
0 days 00:12:54,345.0,304.1333333333333
0 days 00:12:55,479.0,312.1
0 days 00:12:56,419.0,319.46666666666664
0 days 00:12:57,338.0,325.03333333333336
0 days 00:12:58,313.0,329.5
0 days 00:12:59,350.0,331.4
0 days 00:13:00,329.0,329.2
0 days 00:13:01,286.0,313.8333333333333
0 days 00:13:02,287.0,299.1
0 days 00:13:03,377.0,283.7
0 days 00:13:04,494.0,275.0
0 days 00:13:05,494.0,270.3333333333333
0 days 00:13:06,375.0,274.8
0 days 00:13:07,319.0,271.23333333333335
0 days 00:13:08,246.0,269.3333333333333
0 days 00:13:09,239.0,269.9
0 days 00:13:10,221.0,266.3666666666667
0 days 00:13:11,167.0,257.53333333333336
0 days 00:13:12,134.0,253.5
0 days 00:13:13,57.0,242.23333333333332
0 days 00:13:14,57.0,231.8
0 days 00:13:15,0.0,220.13333333333333
0 days 00:13:16,0.0,209.16666666666666
0 days 00:13:17,0.0,199.63333333333333
0 days 00:13:18,150.0,190.06666666666666
0 days 00:13:19,340.0,177.5
0 days 00:13:20,507.0,161.03333333333333
0 days 00:13:21,296.0,149.55172413793105
0 days 00:13:22,239.0,136.6206896551724
0 days 00:13:23,239.0,125.62068965517241
0 days 00:13:24,239.0,128.20689655172413
0 days 00:13:25,214.0,128.48275862068965
0 days 00:13:26,298.0,131.0344827586207
0 days 00:13:27,0.0,135.44827586206895
0 days 00:13:28,0.0,141.0
0 days 00:13:29,0.0,148.68965517241378
0 days 00:13:30,0.0,153.89655172413794
0 days 00:13:31,0.0,159.48275862068965
0 days 00:13:32,0.0,165.3793103448276
0 days 00:13:33,0.0,172.3448275862069
0 days 00:13:34,0.0,171.93103448275863
0 days 00:13:39,0,167.68965517241378
0 days 00:13:40,0.0,158.13793103448276
0 days 00:13:41,0.0,155.0344827586207
0 days 00:13:42,321.0,154.41379310344828
0 days 00:13:43,247.0,154.3793103448276
0 days 00:13:44,295.0,151.06896551724137
0 days 00:13:45,295.0,150.72413793103448
0 days 00:13:46,295.0,146.79310344827587
0 days 00:13:47,280.0,152.72413793103448
0 days 00:13:48,208.0,156.3793103448276
0 days 00:13:49,162.0,159.55172413793105
0 days 00:13:50,171.0,163.24137931034483
0 days 00:13:51,202.0,165.58620689655172
0 days 00:13:52,138.0,167.10344827586206
0 days 00:13:53,217.0,169.41379310344828
0 days 00:13:54,230.0,171.41379310344828
0 days 00:13:55,206.0,167.63333333333333
0 days 00:13:56,221.0,168.9
0 days 00:13:57,238.0,170.2
0 days 00:13:58,143.0,160.8
0 days 00:13:59,204.0,158.83333333333334
0 days 00:14:00,184.0,153.96666666666667
0 days 00:14:01,172.0,149.1
0 days 00:14:02,106.0,141.03333333333333
0 days 00:14:03,92.0,131.96666666666667
0 days 00:14:04,107.0,125.23333333333333
0 days 00:14:05,68.0,119.93333333333334
0 days 00:14:06,44.0,124.03333333333333
0 days 00:14:07,67.0,128.46666666666667
0 days 00:14:08,58.0,131.66666666666666
0 days 00:14:09,58.0,132.66666666666666
0 days 00:14:10,38.0,133.1
0 days 00:14:11,39.0,134.33333333333334
0 days 00:14:12,39.0,135.06666666666666
0 days 00:14:13,188.0,127.13333333333334
0 days 00:14:14,149.0,122.36666666666666
0 days 00:14:15,149.0,115.56666666666666
0 days 00:14:16,53.0,109.43333333333334
0 days 00:14:17,8.0,103.7
0 days 00:14:18,6.0,100.16666666666667
0 days 00:14:19,3.0,103.13333333333334
0 days 00:14:20,294.0,112.96666666666667
0 days 00:14:21,335.0,130.0
0 days 00:14:22,234.0,146.0
0 days 00:14:23,247.0,158.96666666666667
0 days 00:14:24,243.0,172.3
0 days 00:14:25,243.0,182.8
0 days 00:14:26,243.0,199.1
0 days 00:14:27,0.0,212.5
0 days 00:14:28,0.0,225.83333333333334
0 days 00:14:29,0.0,231.7
0 days 00:14:30,0.0,237.26666666666668
0 days 00:14:31,0.0,243.76666666666668
0 days 00:14:32,0.0,254.06666666666666
0 days 00:14:33,181.0,265.6666666666667
0 days 00:14:34,402.0,274.7
0 days 00:14:35,579.0,284.1666666666667
0 days 00:14:36,524.0,285.1
0 days 00:14:37,456.0,286.03333333333336
0 days 00:14:38,458.0,287.5
0 days 00:14:39,373.0,289.1333333333333
0 days 00:14:40,527.0,287.56666666666666
0 days 00:14:41,441.0,285.46666666666664
0 days 00:14:42,439.0,284.26666666666665
0 days 00:14:43,364.0,293.1333333333333
0 days 00:14:44,316.0,302.93333333333334
0 days 00:14:45,344.0,310.5
0 days 00:14:46,362.0,318.03333333333336
0 days 00:14:47,356.0,324.56666666666666
0 days 00:14:48,277.0,330.6
0 days 00:14:49,287.0,331.53333333333336
0 days 00:14:50,322.0,323.43333333333334
0 days 00:14:51,363.0,309.2
0 days 00:14:52,278.0,298.56666666666666
0 days 00:14:53,296.0,291.3333333333333
0 days 00:14:54,196.0,284.6
0 days 00:14:55,180.0,285.9
0 days 00:14:56,207.0,276.93333333333334
0 days 00:14:57,266.0,268.76666666666665
0 days 00:14:58,294.0,259.53333333333336
0 days 00:14:59,227.0,252.8
0 days 00:15:00,226.0,249.13333333333333
0 days 00:15:01,196.0,244.3
0 days 00:15:02,181.0,239.7
0 days 00:15:03,209.0,233.73333333333332
0 days 00:15:04,159.0,235.16666666666666
0 days 00:15:05,152.0,237.36666666666667
0 days 00:15:06,205.0,242.46666666666667
0 days 00:15:07,239.0,247.76666666666668
0 days 00:15:08,256.0,254.23333333333332
0 days 00:15:09,412.0,256.1
0 days 00:15:10,258.0,262.1666666666667
0 days 00:15:11,196.0,269.0
0 days 00:15:12,162.0,277.1333333333333
0 days 00:15:13,162.0,280.53333333333336
0 days 00:15:14,206.0,283.7
0 days 00:15:15,199.0,287.46666666666664
0 days 00:15:16,224.0,291.1666666666667
0 days 00:15:17,177.0,296.0
0 days 00:15:18,320.0,299.6666666666667
0 days 00:15:19,353.0,301.23333333333335
0 days 00:15:20,475.0,304.7
0 days 00:15:21,522.0,309.3333333333333
0 days 00:15:22,472.0,312.06666666666666
0 days 00:15:23,352.0,312.5
0 days 00:15:24,378.0,312.46666666666664
0 days 00:15:25,385.0,306.93333333333334
0 days 00:15:26,451.0,303.73333333333335
0 days 00:15:27,368.0,302.26666666666665
0 days 00:15:28,389.0,301.56666666666666
0 days 00:15:29,340.0,297.7
0 days 00:15:30,337.0,293.6666666666667
0 days 00:15:31,341.0,289.06666666666666
0 days 00:15:32,291.0,283.6333333333333
0 days 00:15:33,256.0,278.1333333333333
0 days 00:15:34,263.0,269.73333333333335
0 days 00:15:35,291.0,262.03333333333336
0 days 00:15:36,287.0,248.73333333333332
0 days 00:15:37,252.0,232.0
0 days 00:15:38,255.0,216.93333333333334
0 days 00:15:39,246.0,205.2
0 days 00:15:40,162.0,192.6
0 days 00:15:41,152.0,179.76666666666668
0 days 00:15:42,141.0,164.73333333333332
0 days 00:15:43,46.0,152.46666666666667
0 days 00:15:44,85.0,145.93333333333334
0 days 00:15:45,61.0,140.46666666666667
0 days 00:15:46,61.0,133.56666666666666
0 days 00:15:47,12.0,126.53333333333333
0 days 00:15:48,68.0,117.16666666666667
0 days 00:15:49,122.0,109.1
0 days 00:15:50,76.0,100.5
0 days 00:15:51,20.0,90.96666666666667
0 days 00:15:52,20.0,88.0
0 days 00:15:53,0.0,87.6
0 days 00:15:54,0.0,79.36666666666666
0 days 00:15:55,0.0,71.3
0 days 00:15:56,0.0,66.9
0 days 00:15:57,0.0,62.833333333333336
0 days 00:15:58,193.0,59.13333333333333
0 days 00:15:59,176.0,57.6
0 days 00:16:00,130.0,54.766666666666666
0 days 00:16:01,130.0,52.733333333333334
0 days 00:16:02,10.0,50.7
0 days 00:16:03,14.0,50.3
0 days 00:16:04,5.0,48.03333333333333
0 days 00:16:05,5.0,46.0
0 days 00:16:06,198.0,51.96666666666667
0 days 00:16:07,240.0,61.9
0 days 00:16:08,8.0,76.23333333333333
0 days 00:16:09,4.0,93.23333333333333
0 days 00:16:10,30.0,108.3
0 days 00:16:11,30.0,123.0
0 days 00:16:12,30.0,138.26666666666668
0 days 00:16:13,0.0,153.16666666666666
0 days 00:16:14,0.0,156.5
0 days 00:16:15,0.0,162.1
0 days 00:16:16,0.0,171.7
0 days 00:16:17,0.0,177.5
0 days 00:16:18,0.0,191.1
0 days 00:16:19,61.0,201.03333333333333
0 days 00:16:20,255.0,208.33333333333334
0 days 00:16:21,318.0,215.16666666666666
0 days 00:16:22,450.0,217.26666666666668
0 days 00:16:23,510.0,217.16666666666666
0 days 00:16:24,452.0,225.03333333333333
0 days 00:16:25,441.0,232.36666666666667
0 days 00:16:26,458.0,238.5
0 days 00:16:27,447.0,243.46666666666667
0 days 00:16:28,293.0,248.43333333333334
0 days 00:16:29,344.0,251.43333333333334
0 days 00:16:30,418.0,252.53333333333333
0 days 00:16:31,304.0,256.93333333333334
0 days 00:16:32,418.0,260.03333333333336
0 days 00:16:33,312.0,262.26666666666665
0 days 00:16:34,224.0,264.4
0 days 00:16:35,210.0,264.5
0 days 00:16:36,261.0,257.06666666666666
0 days 00:16:37,237.0,246.46666666666667
0 days 00:16:38,244.0,231.46666666666667
0 days 00:16:39,224.0,214.46666666666667
0 days 00:16:40,214.0,208.43333333333334
0 days 00:16:41,179.0,208.03333333333333
0 days 00:16:42,179.0,208.66666666666666
0 days 00:16:43,90.0,209.23333333333332
0 days 00:16:44,33.0,210.4
0 days 00:16:45,132.0,203.96666666666667
0 days 00:16:46,93.0,194.1
0 days 00:16:47,67.0,187.53333333333333
0 days 00:16:48,64.0,175.66666666666666
0 days 00:16:49,64.0,172.2
0 days 00:16:50,32.0,172.96666666666667
0 days 00:16:51,0.0,173.4
0 days 00:16:52,0.0,172.66666666666666
0 days 00:16:53,0.0,172.06666666666666
0 days 00:16:54,271.0,174.73333333333332
0 days 00:16:55,429.0,178.0
0 days 00:16:56,477.0,182.93333333333334
0 days 00:16:57,464.0,188.9
0 days 00:16:58,328.0,196.43333333333334
0 days 00:16:59,151.0,207.43333333333334
0 days 00:17:00,122.0,221.36666666666667
0 days 00:17:01,107.0,230.36666666666667
0 days 00:17:02,62.0,239.73333333333332
0 days 00:17:03,208.0,247.4
0 days 00:17:04,247.0,254.93333333333334
0 days 00:17:05,223.0,262.46666666666664
0 days 00:17:06,239.0,267.8666666666667
0 days 00:17:07,219.0,276.56666666666666
0 days 00:17:08,324.0,285.8333333333333
0 days 00:17:09,322.0,295.6
0 days 00:17:10,362.0,292.43333333333334
0 days 00:17:11,358.0,282.1333333333333
0 days 00:17:12,405.0,267.73333333333335
0 days 00:17:13,420.0,255.23333333333332
0 days 00:17:14,451.0,246.83333333333334
0 days 00:17:15,402.0,250.9
0 days 00:17:16,374.0,257.1
0 days 00:17:17,297.0,265.03333333333336
0 days 00:17:18,290.0,270.6333333333333
0 days 00:17:19,290.0,265.6666666666667
0 days 00:17:20,194.0,257.8666666666667
0 days 00:17:21,261.0,252.83333333333334
0 days 00:17:22,278.0,248.63333333333333
0 days 00:17:23,293.0,246.13333333333333
0 days 00:17:24,176.0,241.36666666666667
0 days 00:17:25,120.0,232.46666666666667
0 days 00:17:26,45.0,223.06666666666666
0 days 00:17:27,89.0,215.2
0 days 00:17:28,76.0,205.83333333333334
0 days 00:17:29,273.0,195.7
0 days 00:17:30,308.0,185.33333333333334
0 days 00:17:31,345.0,176.33333333333334
0 days 00:17:32,230.0,170.2
0 days 00:17:33,59.0,167.96666666666667
0 days 00:17:34,13.0,160.06666666666666
0 days 00:17:35,72.0,152.16666666666666
0 days 00:17:36,113.0,147.46666666666667
0 days 00:17:37,144.0,140.2
0 days 00:17:38,181.0,132.36666666666667
0 days 00:17:39,55.0,124.06666666666666
0 days 00:17:40,80.0,124.83333333333333
0 days 00:17:41,122.0,126.1
0 days 00:17:42,124.0,129.86666666666667
0 days 00:17:43,116.0,130.4
0 days 00:17:44,140.0,128.3
0 days 00:17:45,132.0,119.46666666666667
0 days 00:17:46,190.0,109.26666666666667
0 days 00:17:47,230.0,102.56666666666666
0 days 00:17:48,53.0,99.9
0 days 00:17:49,53.0,100.33333333333333
0 days 00:17:50,53.0,102.9
0 days 00:17:51,43.0,105.13333333333334
0 days 00:17:52,43.0,106.43333333333334
0 days 00:17:53,44.0,105.33333333333333
0 days 00:17:54,199.0,103.0
0 days 00:17:55,158.0,101.16666666666667
0 days 00:17:56,158.0,98.5
0 days 00:17:57,105.0,94.43333333333334
0 days 00:17:58,13.0,90.3
0 days 00:17:59,8.0,86.43333333333334
0 days 00:18:00,2.0,81.76666666666667
0 days 00:18:01,144.0,77.36666666666666
0 days 00:18:02,150.0,78.36666666666666
0 days 00:18:03,72.0,86.2
0 days 00:18:04,90.0,104.13333333333334
0 days 00:18:05,139.0,119.76666666666667
0 days 00:18:06,152.0,133.8
0 days 00:18:07,111.0,144.83333333333334
0 days 00:18:08,111.0,154.6
0 days 00:18:09,0.0,164.63333333333333
0 days 00:18:10,0.0,172.9
0 days 00:18:11,0.0,181.93333333333334
0 days 00:18:12,0.0,191.83333333333334
0 days 00:18:13,0.0,203.2
0 days 00:18:14,0.0,215.73333333333332
0 days 00:18:15,0.0,224.8
0 days 00:18:16,220.0,233.83333333333334
0 days 00:18:17,465.0,238.33333333333334
0 days 00:18:18,591.0,243.26666666666668
0 days 00:18:19,522.0,249.23333333333332
0 days 00:18:20,474.0,252.86666666666667
0 days 00:18:21,374.0,255.3
0 days 00:18:22,336.0,258.1333333333333
0 days 00:18:23,345.0,261.4
0 days 00:18:24,447.0,265.06666666666666
0 days 00:18:25,429.0,274.6333333333333
0 days 00:18:26,455.0,283.43333333333334
0 days 00:18:27,446.0,291.53333333333336
0 days 00:18:28,389.0,298.1666666666667
0 days 00:18:29,280.0,304.8333333333333
0 days 00:18:30,273.0,311.46666666666664
0 days 00:18:31,279.0,317.46666666666664
0 days 00:18:32,298.0,316.53333333333336
0 days 00:18:33,251.0,306.96666666666664
0 days 00:18:34,199.0,292.9
0 days 00:18:35,212.0,284.8333333333333
0 days 00:18:36,237.0,280.23333333333335
0 days 00:18:37,209.0,278.6333333333333
0 days 00:18:38,221.0,273.8333333333333
0 days 00:18:39,287.0,268.76666666666665
0 days 00:18:40,264.0,261.96666666666664
0 days 00:18:41,243.0,254.7
0 days 00:18:42,199.0,247.53333333333333
0 days 00:18:43,200.0,240.06666666666666
0 days 00:18:44,199.0,234.0
0 days 00:18:45,180.0,231.76666666666668
0 days 00:18:46,192.0,230.06666666666666
0 days 00:18:47,178.0,229.13333333333333
0 days 00:18:48,169.0,228.9
0 days 00:18:49,280.0,230.23333333333332
0 days 00:18:50,336.0,233.46666666666667
0 days 00:18:51,326.0,236.76666666666668
0 days 00:18:52,192.0,239.83333333333334
0 days 00:18:53,193.0,244.73333333333332
0 days 00:18:54,243.0,248.9
0 days 00:18:55,211.0,249.13333333333333
0 days 00:18:56,240.0,251.26666666666668
0 days 00:18:57,222.0,253.03333333333333
0 days 00:18:58,207.0,255.03333333333333
0 days 00:18:59,213.0,257.23333333333335
0 days 00:19:00,222.0,258.3
0 days 00:19:01,251.0,261.46666666666664
0 days 00:19:02,291.0,264.3666666666667
0 days 00:19:03,291.0,266.8
0 days 00:19:04,296.0,269.93333333333334
0 days 00:19:05,311.0,267.7
0 days 00:19:06,329.0,266.3333333333333
0 days 00:19:07,356.0,264.73333333333335
0 days 00:19:08,346.0,268.06666666666666
0 days 00:19:09,294.0,271.1666666666667
0 days 00:19:10,328.0,269.6333333333333
0 days 00:19:11,296.0,272.8666666666667
0 days 00:19:12,259.0,274.1666666666667
0 days 00:19:13,266.0,276.6333333333333
0 days 00:19:14,231.0,278.56666666666666
0 days 00:19:15,275.0,280.3
0 days 00:19:16,279.0,278.3666666666667
0 days 00:19:17,251.0,275.3
0 days 00:19:18,263.0,271.1333333333333
0 days 00:19:19,213.0,266.8
0 days 00:19:20,295.0,264.3
0 days 00:19:21,278.0,259.53333333333336
0 days 00:19:22,292.0,255.76666666666668
0 days 00:19:23,286.0,250.36666666666667
0 days 00:19:24,197.0,244.96666666666667
0 days 00:19:25,308.0,241.86666666666667
0 days 00:19:26,279.0,234.23333333333332
0 days 00:19:27,296.0,227.03333333333333
0 days 00:19:28,265.0,221.06666666666666
0 days 00:19:29,265.0,213.53333333333333
0 days 00:19:30,164.0,207.86666666666667
0 days 00:19:31,159.0,204.43333333333334
0 days 00:19:32,166.0,202.7
0 days 00:19:33,161.0,200.1
0 days 00:19:34,221.0,197.1
0 days 00:19:35,168.0,190.1
0 days 00:19:36,216.0,180.36666666666667
0 days 00:19:37,194.0,171.3
0 days 00:19:38,184.0,163.36666666666667
0 days 00:19:39,201.0,162.36666666666667
0 days 00:19:40,99.0,163.8
0 days 00:19:41,80.0,160.73333333333332
0 days 00:19:42,80.0,156.53333333333333
0 days 00:19:43,40.0,150.73333333333332
0 days 00:19:44,61.0,145.96666666666667
0 days 00:19:45,172.0,139.16666666666666
0 days 00:19:46,227.0,133.7
0 days 00:19:47,173.0,128.4
0 days 00:19:48,173.0,122.86666666666666
0 days 00:19:49,3.0,117.5
0 days 00:19:50,3.0,110.13333333333334
0 days 00:19:51,6.0,104.53333333333333
0 days 00:19:52,54.0,105.33333333333333
0 days 00:19:53,256.0,112.53333333333333
0 days 00:19:54,240.0,120.1
0 days 00:19:55,216.0,124.76666666666667
0 days 00:19:56,153.0,131.56666666666666
0 days 00:19:57,122.0,139.43333333333334
0 days 00:19:58,122.0,145.7
0 days 00:19:59,61.0,151.06666666666666
0 days 00:20:00,0.0,155.13333333333333
0 days 00:20:01,0.0,155.56666666666666
0 days 00:20:02,0.0,154.36666666666667
0 days 00:20:03,0.0,155.36666666666667
0 days 00:20:04,0.0,156.4
0 days 00:20:05,0.0,162.46666666666667
0 days 00:20:06,240.0,168.1
0 days 00:20:07,410.0,172.33333333333334
0 days 00:20:08,411.0,174.93333333333334
0 days 00:20:09,341.0,170.5
0 days 00:20:10,303.0,167.76666666666668
0 days 00:20:11,316.0,164.3
0 days 00:20:12,268.0,163.56666666666666
0 days 00:20:13,201.0,164.4
0 days 00:20:14,183.0,164.96666666666667
0 days 00:20:15,185.0,167.76666666666668
0 days 00:20:16,191.0,173.66666666666666
0 days 00:20:17,203.0,179.36666666666667
0 days 00:20:18,204.0,184.66666666666666
0 days 00:20:19,185.0,190.46666666666667
0 days 00:20:20,172.0,199.56666666666666
0 days 00:20:21,133.0,207.93333333333334
0 days 00:20:22,132.0,208.2
0 days 00:20:23,123.0,202.73333333333332
0 days 00:20:24,158.0,197.86666666666667
0 days 00:20:25,112.0,194.3
0 days 00:20:26,131.0,191.03333333333333
0 days 00:20:27,147.0,186.8
0 days 00:20:28,139.0,183.5
0 days 00:20:29,145.0,182.0
0 days 00:20:30,177.0,182.56666666666666
0 days 00:20:31,171.0,183.33333333333334
0 days 00:20:32,159.0,187.76666666666668
0 days 00:20:33,174.0,193.26666666666668
0 days 00:20:34,273.0,201.3
0 days 00:20:35,251.0,207.4
0 days 00:20:36,248.0,208.0
0 days 00:20:37,246.0,208.03333333333333
0 days 00:20:38,265.0,210.56666666666666
0 days 00:20:39,234.0,220.3
0 days 00:20:40,205.0,227.23333333333332
0 days 00:20:41,189.0,239.0
0 days 00:20:42,169.0,253.6
0 days 00:20:43,156.0,268.3666666666667
0 days 00:20:44,200.0,280.8666666666667
0 days 00:20:45,208.0,292.26666666666665
0 days 00:20:46,324.0,299.3333333333333
0 days 00:20:47,368.0,306.53333333333336
0 days 00:20:48,445.0,313.26666666666665
0 days 00:20:49,368.0,317.5
0 days 00:20:50,190.0,320.76666666666665
0 days 00:20:51,134.0,325.93333333333334
0 days 00:20:52,208.0,329.0
0 days 00:20:53,415.0,332.7
0 days 00:20:54,366.0,334.6
0 days 00:20:55,465.0,335.56666666666666
0 days 00:20:56,569.0,340.6333333333333
0 days 00:20:57,590.0,344.73333333333335
0 days 00:20:58,514.0,348.8
0 days 00:20:59,487.0,353.9
0 days 00:21:00,389.0,358.1666666666667
0 days 00:21:01,387.0,363.8666666666667
0 days 00:21:02,361.0,364.23333333333335
0 days 00:21:03,301.0,362.96666666666664
0 days 00:21:04,371.0,355.9
0 days 00:21:05,406.0,347.8666666666667
0 days 00:21:06,340.0,344.6666666666667
0 days 00:21:07,357.0,343.3333333333333
0 days 00:21:08,322.0,338.53333333333336
0 days 00:21:09,263.0,327.3333333333333
0 days 00:21:10,357.0,316.4
0 days 00:21:11,312.0,304.0
0 days 00:21:12,291.0,288.76666666666665
0 days 00:21:13,309.0,271.23333333333335
0 days 00:21:14,328.0,254.43333333333334
0 days 00:21:15,379.0,239.16666666666666
0 days 00:21:16,335.0,228.53333333333333
0 days 00:21:17,330.0,216.53333333333333
0 days 00:21:18,233.0,205.4
0 days 00:21:19,127.0,196.26666666666668
0 days 00:21:20,94.0,187.16666666666666
0 days 00:21:21,94.0,179.23333333333332
0 days 00:21:22,64.0,173.56666666666666
0 days 00:21:23,79.0,166.26666666666668
0 days 00:21:24,38.0,159.4
0 days 00:21:25,93.0,154.5
0 days 00:21:26,112.0,143.13333333333333
0 days 00:21:27,64.0,133.33333333333334
0 days 00:21:28,10.0,124.36666666666666
0 days 00:21:29,29.0,117.9
0 days 00:21:30,70.0,110.8
0 days 00:21:31,27.0,107.9
0 days 00:21:32,27.0,103.2
0 days 00:21:33,27.0,97.2
0 days 00:21:34,98.0,93.43333333333334
0 days 00:21:35,168.0,93.2
0 days 00:21:36,170.0,92.73333333333333
0 days 00:21:37,138.0,89.6
0 days 00:21:38,116.0,87.46666666666667
0 days 00:21:39,116.0,84.83333333333333
0 days 00:21:40,16.0,83.56666666666666
0 days 00:21:41,18.0,80.46666666666667
0 days 00:21:42,22.0,76.73333333333333
0 days 00:21:43,115.0,74.6
0 days 00:21:44,115.0,82.9
0 days 00:21:45,292.0,98.0
0 days 00:21:46,194.0,110.23333333333333
0 days 00:21:47,150.0,122.5
0 days 00:21:48,120.0,131.33333333333334
0 days 00:21:49,120.0,137.03333333333333
0 days 00:21:50,80.0,139.63333333333333
0 days 00:21:51,0.0,138.26666666666668
0 days 00:21:52,0.0,135.4
0 days 00:21:53,0.0,135.26666666666668
0 days 00:21:54,0.0,136.56666666666666
0 days 00:21:55,0.0,136.93333333333334
0 days 00:21:56,0.0,141.66666666666666
0 days 00:21:57,0.0,148.23333333333332
0 days 00:21:58,259.0,156.16666666666666
0 days 00:21:59,482.0,160.73333333333332
0 days 00:22:00,437.0,163.9
0 days 00:22:01,395.0,161.26666666666668
0 days 00:22:02,292.0,161.36666666666667
0 days 00:22:03,198.0,162.73333333333332
0 days 00:22:04,176.0,164.0
0 days 00:22:05,127.0,165.26666666666668
0 days 00:22:06,84.0,168.7
0 days 00:22:07,134.0,176.26666666666668
0 days 00:22:08,155.0,182.66666666666666
0 days 00:22:09,127.0,188.73333333333332
0 days 00:22:10,158.0,193.86666666666667
0 days 00:22:11,215.0,200.03333333333333
0 days 00:22:12,260.0,208.1
0 days 00:22:13,252.0,215.66666666666666
0 days 00:22:14,210.0,215.2
0 days 00:22:15,213.0,203.96666666666667
0 days 00:22:16,197.0,190.73333333333332
0 days 00:22:17,191.0,178.1
0 days 00:22:18,158.0,168.9
0 days 00:22:19,158.0,162.7
0 days 00:22:20,183.0,168.46666666666667
0 days 00:22:21,227.0,180.16666666666666
0 days 00:22:22,192.0,186.76666666666668
0 days 00:22:23,182.0,189.7
0 days 00:22:24,154.0,190.53333333333333
0 days 00:22:25,185.0,192.0
0 days 00:22:26,242.0,193.1
0 days 00:22:27,227.0,193.46666666666667
0 days 00:22:28,245.0,190.8
0 days 00:22:29,145.0,187.93333333333334
0 days 00:22:30,40.0,190.6
0 days 00:22:31,16.0,195.46666666666667
0 days 00:22:32,16.0,198.56666666666666
0 days 00:22:33,12.0,204.3
0 days 00:22:34,349.0,214.36666666666667
0 days 00:22:35,478.0,222.53333333333333
0 days 00:22:36,282.0,232.66666666666666
0 days 00:22:37,222.0,241.8
0 days 00:22:38,180.0,251.6
0 days 00:22:39,171.0,259.3
0 days 00:22:40,191.0,269.56666666666666
0 days 00:22:41,226.0,275.03333333333336
0 days 00:22:42,180.0,281.6
0 days 00:22:43,166.0,287.0
0 days 00:22:44,290.0,290.7
0 days 00:22:45,359.0,296.93333333333334
0 days 00:22:46,290.0,305.8666666666667
0 days 00:22:47,363.0,313.03333333333336
